Comunidades y Ciudades Autónomas;Sexo;Características demográficas;Tipo de uso de TIC;Total
Murcia, Región de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,4
Murcia, Región de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;88,6
Murcia, Región de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,6
Murcia, Región de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);80,1
Murcia, Región de;Hombres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;34,0
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Total Personas;..
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Murcia, Región de;Hombres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;43.434
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;95,8
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;95,8
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);92,5
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;61,8
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Total Personas;122.285
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;94,9
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;84,2
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;84,2
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);79,3
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;51,7
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Total Personas;160.438
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,0
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;90,8
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,1
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);82,2
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;44,8
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Total Personas;156.074
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;96,4
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;96,4
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);87,2
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;54,3
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;82.814
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;90,6
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;90,6
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,6
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,2
Murcia, Región de;Hombres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;45,1
Murcia, Región de;Mujeres;Total Personas;Total Personas;553.468
Murcia, Región de;Mujeres;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,2
Murcia, Región de;Mujeres;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;89,8
Murcia, Región de;Mujeres;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,8
Murcia, Región de;Mujeres;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);82,6
Murcia, Región de;Mujeres;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;47,2
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Total Personas;74.270
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);100,0
Murcia, Región de;Mujeres;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;52,3
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Total Personas;87.921
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);98,3
Murcia, Región de;Mujeres;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;67,6
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Total Personas;116.477
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;97,1
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;97,1
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);88,5
Murcia, Región de;Mujeres;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;73,3
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Total Personas;116.214
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);92,6
Murcia, Región de;Mujeres;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;46,6
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Total Personas;92.826
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;97,8
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;78,0
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;78,0
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);67,9
Murcia, Región de;Mujeres;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;15,6
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Total Personas;65.760
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;96,3
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;50,3
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;50,3
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);34,5
Murcia, Región de;Mujeres;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;13,9
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;235.798
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,6
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;86,5
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;86,5
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);76,3
Murcia, Región de;Mujeres;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;46,5
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;75.355
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;90,8
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;90,8
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,8
Murcia, Región de;Mujeres;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;52,9
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;157.418
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,2
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;92,9
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,9
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);89,7
Murcia, Región de;Mujeres;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;54,3
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;84.898
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;92,4
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,4
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);84,8
Murcia, Región de;Mujeres;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;31,1
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Total Personas;..
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Murcia, Región de;Mujeres;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Total Personas;42.757
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet en los últimos 3 meses;69,9
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;69,9
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);63,5
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 1 miembro;Personas que han comprado a través de Internet en los últimos 3 meses;26,7
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Total Personas;143.128
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,3
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet en los últimos 3 meses;81,2
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;81,2
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);71,4
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 2 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;39,2
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Total Personas;150.639
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,6
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet en los últimos 3 meses;89,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,3
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 3 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;48,6
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Total Personas;147.032
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);91,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 4 miembros;Personas que han comprado a través de Internet en los últimos 3 meses;60,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Total Personas;69.912
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);97,9
Murcia, Región de;Mujeres;Tamaño del hogar: Hogares de 5 ó más miembros;Personas que han comprado a través de Internet en los últimos 3 meses;46,3
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Total Personas;481.480
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,1
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Personas que han utilizado Internet en los últimos 3 meses;95,4
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;92,8
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);82,6
Navarra, Comunidad Foral de;Ambos sexos;Total Personas;Personas que han comprado a través de Internet en los últimos 3 meses;59,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Total Personas;62.717
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);98,6
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 16 a 24 años;Personas que han comprado a través de Internet en los últimos 3 meses;54,9
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Total Personas;68.759
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;96,1
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);83,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 25 a 34 años;Personas que han comprado a través de Internet en los últimos 3 meses;68,8
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Total Personas;95.681
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet en los últimos 3 meses;99,5
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;99,5
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);94,8
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 35 a 44 años;Personas que han comprado a través de Internet en los últimos 3 meses;76,6
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Total Personas;103.420
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;100,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet en los últimos 3 meses;99,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;98,3
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);86,8
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 45 a 54 años;Personas que han comprado a través de Internet en los últimos 3 meses;66,3
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Total Personas;86.615
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,5
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet en los últimos 3 meses;95,4
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;88,8
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);73,3
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 55 a 64 años;Personas que han comprado a través de Internet en los últimos 3 meses;50,3
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Total Personas;64.288
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado el teléfono móvil en los últimos 3 meses;94,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet en los últimos 3 meses;74,2
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;69,0
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);54,4
Navarra, Comunidad Foral de;Ambos sexos;Edad: De 65 a 74 años;Personas que han comprado a través de Internet en los últimos 3 meses;25,8
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Total Personas;150.288
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,3
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet en los últimos 3 meses;97,2
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;96,7
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);88,1
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 100.000 y más habitantes y capitales de provincia;Personas que han comprado a través de Internet en los últimos 3 meses;63,2
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Total Personas;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 50.000 a menos de 100.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Total Personas;117.987
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;99,6
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;98,3
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;93,5
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);80,3
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 20.000 a menos de 50.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;53,4
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Total Personas;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: De 10.000 a menos de 20.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;..
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Total Personas;213.205
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado el teléfono móvil en los últimos 3 meses;98,7
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet en los últimos 3 meses;92,5
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet al menos una vez por semana en los últimos 3 meses;89,7
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Personas que han utilizado Internet diariamente (al menos 5 días a la semana);80,1
Navarra, Comunidad Foral de;Ambos sexos;Hábitat: Menos de 10.000 habitantes;Personas que han comprado a través de Internet en los últimos 3 meses;59,0
Navarra, Comunidad Foral de;Ambos sexos;Tamaño del hogar: Hogares de 1 miembro;Total Personas;55.267
